taxon_oid	Domain	Status	Phylum	Class	Order	Family	Genus	Species	NCBI Taxon ID	RefSeq Project ID	GenBank Project ID	Strain	Proposal GOLD ID	Bioproject Accession	Biotic Relationships	Genome Size	Gene Count	Scaffold Count	GC Count	Coding Base Count	N50
2513237095	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	japonicum	375	0	0	USDA 122	Gi08856	PRJNA162997	Symbiotic	8976980	8530	101	5745031	7644821	340412
2513237148	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	japonicum	375	0	0	USDA 38	Gi08860	PRJNA165321	Symbiotic	9608975	9258	107	6104945	8118310	349838
2524614546	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	japonicum	1304878	0	0	in8p8	Gi22478	PRJNA195876		7589915	7353	52	4841230	6590946	378302
2529292555	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	japonicum	1304877	0	0	22	Gi22480	PRJNA195878		7504559	7224	4	4824521	6550607	4949936
2513237139	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	japonicum	375	0	0	USDA 4	Gi08861	PRJNA165323	Symbiotic	8737671	8243	97	5563332	7346239	274635
2517093001	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	japonicum	1038862	0	0	USDA 124	Gi08858	PRJNA170887	Symbiotic	9002274	8621	123	5764389	7647421	264768
640427103	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	288000	58505	16137	BTAi1	Gc00561	PRJNA16137	Symbiotic	8493513	7819	2	5504323	7320710	8264687
640427104	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	114615	58941	19575	ORS278	Gc00552	PRJNA19575	Symbiotic	7456587	6825	1	4884839	6406009	7456587
2513237178	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	335659	158167	72425	S23321	Gc02186	PRJDA72425		7231841	6943	1	4649931	6347241	7231841
2508501128	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	376	0	0	ARR65	Gi08868	PRJNA182742	Symbiotic	8613869	8310	139	5341257	7182143	144617
2524023210	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	196490	0	0	Ai1a-2	Gi08866	PRJNA195749	Symbiotic	9029266	8584	246	5648849	7683922	94268
2513237104	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	189753	0	0	EC3.3	Gi08848	PRJNA163013	Symbiotic	10034502	9729	154	6284168	8415210	159659
2508501042	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	319003	162939	62341	WSM1253	Gi06492	PRJNA62341	Symbiotic	8719808	8498	2	5501733	7446464	8317079
2507262055	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	754500	0	61989	WSM1417	Gi06490	PRJNA61989	Symbiotic	8048963	7772	1	5084093	6916621	8048963
2508501009	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	319017	82711	61807	WSM471	Gi06491	PRJNA61807	Symbiotic	7784016	7430	1	4935436	6676093	7784016
2513237092	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	318996	0	0	WSM1743	Gi08863	PRJNA162991	Symbiotic	8341956	7983	163	5286166	6951810	89027
2513237094	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	376	0	0	WSM3983	Gi08871	PRJNA162993	Symbiotic	8789602	8469	70	5532368	7529167	266100
2561511129	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	1380355	0	0	URHD0069	Gi0051448	PRJNA213792		6793945	6716	129	4121829	5624541	128124
2513237153	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	376	0	0	WSM2254	Gi14039	PRJNA165519		9086516	8597	100	5801842	7770459	164942
2524023205	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	443598	0	0	Cp5.3	Gi08869	PRJNA195750	Symbiotic	8918781	8545	148	5653642	7579151	218972
2513237161	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	375	0	0	WSM2793	Gi08864	PRJNA165325	Symbiotic	8871253	8414	84	5635352	7470201	207176
2513237141	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	113395	0	0	TV2a.2	Gi08847	PRJNA165315	Symbiotic	8496279	8181	87	5284500	7163193	339711
2513237136	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	546899	0	0	USDA 3384	Gi10733	PRJNA165353	Symbiotic	9800269	9313	51	6228644	8240862	376385
2524023228	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	172088	0	0	th.b2	Gi12092	PRJNA195826	Symbiotic	10118060	9917	266	6399174	8412367	171922
2522572128	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	1298867	0	0	URHA0002	Gi22166	PRJNA190841		6972827	6819	144	4336629	5909507	108272
2554235754	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified	1297865	0	0	OHSU_III	Gi0059449	PRJNA191811		7941537	7468	1	5135054	6957403	7941537
637000192	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	hamburgensis	323097	58293	13473	X14	Gc00372	PRJNA13473	Free living	5011522	4747	4	3087965	4207807	4406967
638341134	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	unclassified	314253	54203	13538	Nb-311A	Gi00855	PRJNA13538	Free living	4104352	4312	63	2477915	3438877	115160
637000193	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	winogradskyi	323098	58295	13474	Nb-255	Gc00298	PRJNA13474	Free living	3402093	3215	1	2110965	2891362	3402093
2510065041	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	carboxidovorans	504832	72795	41025	OM5	Gc01820	PRJNA41025	Free living	3896074	3695	3	2428415	3430009	3595748
651053055	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	carboxidovorans	1031710	162135	66839	OM4	Gc01818			3839771	3625	3	2394541	3355623	3539447
637000238	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	palustris	316057	58441	15749	BisB5	Gc00370	PRJNA15749	Free living	4892717	4501	1	3170860	4272604	4892717
649633091	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	palustris	652103	43327	38503	DX-1	Gc01656	PRJNA38503	Free living	5404117	5081	1	3536524	4749401	5404117
642555153	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	palustris	395960	58995	20167	TIE-1	Gc00824	PRJNA20167	Free living	5744041	5377	1	3725574	5017014	5744041
637000240	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	palustris	316058	58439	15747	HaA2	Gc00346	PRJNA15747	Free living	5331656	4788	1	3520939	4672997	5331656
637000237	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	palustris	316056	58443	15750	BisB18	Gc00361	PRJNA15750	Free living	5513844	5028	1	3581639	4759008	5513844
637000239	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	palustris	258594	62901	57	CGA009	Gc00165	PRJNA57	Free living	5467640	4918	2	3555665	4791880	5459213
639279312	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	palustris	316055	58445	15751	BisA53	Gc00431	PRJNA15751	Free living	5505494	4996	1	3547887	4761139	5505494
2522572188	Bacteria	Permanent Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Salinarimonas	rosea	1123229	0	0	DSM 21201	Gi11877	PRJNA185366		5245321	4952	56	3764596	4716104	220202
651324015	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unclassified	unclassified	709797	68635	66409	SG-6C	Gi09715	PRJNA66409		4325916	4287	38	2676196	3763769	206746
2503508000	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	535332	0	0	RB51	Gi07541			3284191	3137	2	1879200	2823141	2122197
642555110	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	430066	58873	18999	S19	Gc00790	PRJNA18999	Free living	3283936	3066	2	1879123	2748081	2122487
637000039	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	262698	58019	9619	bv 1, 9-941	Gc00263	PRJNA9619	Free living	3286445	3360	2	1880482	2869200	2124241
2511231108	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1104320	83615	74681	A13334	Gc02057	PRJNA74681		3286032	3401	2	1880277	2846002	2123773
2534682121	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1169212	0	0	67/93	Gi20417	PRJNA173513		3303572	3193	10	1889177	2857820	540477
2534682119	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1169205	0	0	544	Gi20411	PRJNA173507		3289725	3190	10	1882118	2851289	490075
2529293023	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1160161	0	0	NI518	Gi20427	PRJNA173554		3286494	3191	2	1880549	2850654	2124179
647533117	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	520453	49427	36509	B3196	Gi04213	PRJNA36509	Free living	3343441	3141	48	1892887	2764372	1927352
2529292899	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1160178	0	0	88/19	Gi20444	PRJNA173572		3284328	3194	4	1879093	2849076	700282
2529292896	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1160177	0	0	63/168	Gi20443	PRJNA173571		3286991	3193	11	1880863	2850925	968643
2529293111	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1169214	0	0	80/28	Gi20409	PRJNA173503		3290548	3198	9	1882405	2848524	875660
2529292845	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1160204	0	0	LEVI237	Gi20469	PRJNA173626		3262795	3169	4	1867260	2827788	1055204
2529292842	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1160199	0	0	64/108	Gi20464	PRJNA173621		3286766	3191	3	1880679	2849590	2072682
2534682127	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1169207	0	0	63/130	Gi20419	PRJNA173521		3298480	3188	13	1886440	2853494	645635
2534682030	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1160173	0	0	NI622	Gi20439	PRJNA173567		3286410	3190	2	1880535	2849973	2124110
2534681922	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1160185	0	0	80/101	Gi20451	PRJNA173586		3278530	3180	10	1875966	2845040	1159812
2529293165	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1198687	0	0	CNGB 436	Gi21616	PRJNA176527		3285441	3196	3	1879893	2849588	2123089
645058842	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	520451	55735	33029	Tulya	Gi03655	PRJNA33029	Free living	3259693	3111	60	1866168	2745964	122124
2531839105	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1160201	0	0	levi gila	Gi20466	PRJNA173623		3286000	3193	6	1880373	2849065	1058097
2529292901	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	1160180	0	0	F6/05-2	Gi20446	PRJNA173574		3279063	3178	12	1876274	2845714	554031
2511231087	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	canis	1104321	83613	74683	HSK A52141	Gc02058	PRJNA74683		3277512	3342	2	1875957	2842718	2107023
641228480	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	canis	483179	59009	20243	ATCC 23365	Gc00686	PRJNA20243	Free living	3312769	3408	2	1896317	2889434	2105969
2534681790	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	canis	1198686	0	0	CNGB 1172	Gi21685	PRJNA176526		3228338	3082	2	1848028	2802268	2106972
2534681788	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	canis	1198684	0	0	CNGB 1324	Gi21683	PRJNA176524		3313757	3171	2	1896838	2876977	2106746
2534681792	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	canis	1198699	0	0	F7/05A	Gi21687	PRJNA176539		3217065	3079	3	1841172	2789112	1110398
2534681791	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	canis	1198696	0	0	UK10/02	Gi21686	PRJNA176536		3307765	3165	2	1893754	2872060	2100833
2534681789	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	canis	1198685	0	0	CNGB 513	Gi21684	PRJNA176525		3313916	3173	7	1896954	2876928	1144492
645058865	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ceti	520457	55807	33573	B1/94	Gi04032	PRJNA33573	Free living	3276724	3104	102	1877580	2772545	54494
645058847	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ceti	520460	55749	33043	M13/05/1	Gi03712	PRJNA33043	Free living	3282220	3119	118	1879320	2743314	47260
645058844	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ceti	520459	55747	33041	M644/93/1	Gi03713	PRJNA33041	Free living	3283578	3121	104	1879656	2743315	67529
645058866	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ceti	520458	55805	33571	M490/95/1	Gi04033	PRJNA33571	Free living	3274471	3139	142	1876537	2776368	38934
643692012	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	546272	59241	30561	ATCC 23457	Gc00968	PRJNA30561	Free living	3311219	3203	2	1894720	2726223	2125701
651053011	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	703352	158855	42891	M5-90	Gc01694	PRJNA42891	Free living	3312229	3424	2	1895237	2858289	2126451
651053010	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	941967	158857	61505	M28	Gc01692	PRJNA61505	Free living	3311748	3427	2	1894961	2870495	2126133
637000041	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	359391	62937	16203	2308	Gc00326	PRJNA16203	Free living	3278307	3117	2	1875908	2662130	2121359
637000040	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	224914	57735	180	16M	Gc00074	PRJNA180	Symbiotic	3294931	3279	2	1885435	2857405	2117144
2511231208	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	1029825	158853	66633	NI	Gc01991	PRJNA66633		3294475	3290	2	1885394	2849981	2117717
2534681849	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	1160219	0	0	F1/06 B10	Gi20559	PRJNA173579		3296085	3205	10	1886340	2864594	469550
2534681645	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	1160210	0	0	F3/02	Gi20564	PRJNA173599		3290007	3197	12	1882995	2857572	360641
645058867	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	520466	55803	33569	bv 3, Ether	Gi04030	PRJNA33569	Free living	3279914	3196	105	1877705	2765277	60883
2534681641	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	1160223	0	0	UK19/04	Gi20563	PRJNA173591		3296038	3203	7	1886383	2864333	640222
2534681642	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	1160220	0	0	64/150	Gi20560	PRJNA173588		3297832	3206	16	1887540	2867507	330901
647533118	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	224914	40857	34747	16M	Gi04420	PRJNA34747	Symbiotic	3291248	3134	15	1871419	2819306	1170554
2534681643	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	1160221	0	0	UK22/06	Gi20561	PRJNA173589		3232427	3149	12	1850831	2810202	465420
645058858	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	520464	55799	33565	bv 1, Rev.1	Gi04031	PRJNA33565	Free living	3270141	3221	93	1872189	2802141	93718
2534681646	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	1160211	0	0	F10/05-2	Gi20565	PRJNA173600		3319669	3231	28	1899417	2881416	195747
2534681639	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	1160215	0	0	F5/07-239A	Gi20569	PRJNA173604		3300614	3211	9	1888844	2867119	1022034
2534681638	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	1160214	0	0	UK22/04	Gi20568	PRJNA173603		3322247	3233	37	1900420	2883275	145572
2531839656	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	1169224	0	0	F10/06-16	Gi20549	PRJNA173500		3297546	3197	5	1887472	2866020	856139
645058863	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	520465	55811	33577	bv 2, 63/9	Gi04029	PRJNA33577	Free living	3284951	3186	60	1880605	2792911	118848
2534681644	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	1160213	0	0	UK23/06	Gi20567	PRJNA173602		3295811	3196	7	1886243	2862667	1034393
644736332	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	microti	568815	59319	32233	CCM 4915	Gc01071	PRJNA32233	Free living	3337369	3346	2	1910786	2901545	2117050
645058868	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	neotomae	520456	55801	33567	5K33, ATCC 23459	Gi04034	PRJNA33567	Free living	3299059	3118	68	1889305	2777372	93895
640427105	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ovis	444178	58113	12514	ATCC 25840	Gc00570	PRJNA12514	Free living	3275590	3193	2	1873459	2816737	2111370
2531839135	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ovis	1293916	0	0	IntaBari-2002-82-58	Gi39269	PRJNA189528		3290866	3304	23	1881731	2848880	320958
2531839565	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ovis	1198678	0	0	F8/05B	Gi21729	PRJNA176518		3267028	3272	35	1868795	2827588	163118
2531839137	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ovis	1293914	0	0	IntaBari-2010-47-268	Gi39267	PRJNA189526		3291346	3303	24	1881971	2849578	351663
2531839079	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ovis	1169231	0	0	80/125	Gi20589	PRJNA173540		3303334	3318	23	1888463	2857648	306085
2531839138	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ovis	1293913	0	0	IntaBari-2009-88-4	Gi39266	PRJNA189525		3291315	3296	21	1882042	2847981	373228
2531839078	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ovis	1169232	0	0	81/8	Gi20588	PRJNA173539		3300444	3311	25	1886956	2856907	364743
2531839077	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ovis	1169230	0	0	63/96	Gi20587	PRJNA173529		3272561	3276	13	1871593	2833222	352846
2531839136	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	ovis	1293915	0	0	IntaBari-2010-47-871	Gi39268	PRJNA189527		3290844	3294	22	1881774	2847578	287101
2513237201	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	pinnipedialis	520461	55745	33039	B2/94	Gi03714	PRJNA33039	Free living	3399268	3501	2	1944345	3019219	2138342
645058859	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	pinnipedialis	520462	55797	33563	M292/94/1	Gi04035	PRJNA33563	Free living	3323436	3166	80	1903725	2839968	90593
641228481	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	470137	59015	20371	ATCC 23445	Gc00699	PRJNA20371	Free living	3324607	3419	2	1901849	2888686	1923763
2511231120	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	1112912	83617	76709	VBI22	Gc02033	PRJNA76709	Free living	3316088	3393	2	1898480	2889558	2108637
2519103110	Bacteria	Finished	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	204722	0	0	1330	Gc02098	PRJNA70695	Free living	3315163	3388	2	1897974	2887074	2107783
645058840	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	520489	55739	33033	513	Gi03659	PRJNA33033	Free living	3286636	3174	113	1882920	2820578	56833
2529293110	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	1198683	0	0	CNGB 247	Gi21690	PRJNA176523		3306444	3162	10	1893237	2874333	489283
2531839491	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	1160229	0	0	F12/02	Gi20501	PRJNA173592		3324940	3224	4	1901981	2888043	1195107
2529293107	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	1198695	0	0	94/11	Gi21692	PRJNA176535		3319332	3220	11	1899360	2882841	442397
2531839490	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	1160228	0	0	63/261	Gi20500	PRJNA173582		3320162	3214	10	1899781	2882528	1062652
2534681786	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	1160233	0	0	92/29	Gi21688	PRJNA173605		3308809	3167	10	1894488	2878584	599049
2531839492	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	1160230	0	0	92/63	Gi20502	PRJNA173593		3324925	3222	2	1901998	2887147	1923956
645058845	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	520487	55741	33035	686	Gi03658	PRJNA33035	Free living	3267342	3128	129	1871322	2745575	48240
2531839489	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	1160232	0	0	63/252	Gi20504	PRJNA173607		3308242	3160	8	1893894	2874979	793547
2529293108	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	1198694	0	0	F4/06-146	Gi21691	PRJNA176534		3317103	3205	11	1898115	2880438	864587
2534681787	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	1198682	0	0	CNGB 786	Gi21689	PRJNA176522		3307773	3167	8	1893928	2876831	618361
2531839493	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	1160231	0	0	F8/06-2	Gi20503	PRJNA173606		3297901	3205	17	1887140	2866334	228807
647533120	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	520488	40859	34745	bv 4, 40	Gi04215	PRJNA34745	Free living	3307260	3107	12	1881569	2841555	1896426
2531839080	Bacteria	Draft	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	unclassified	1169233	0	0	F5/06	Gi20638	PRJNA173531		3347503	3270	20	1913988	2907179	280076
